created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 20 12:07:34 +0000 2024;1759912677063938248;"@safergieway @PSSI True bang. bener² ga ngerti sih cara mainnya pssi, pelatih kelas dunia mah bisa kapan ajaa. kalo kompetisi ga jalan yaa percuma wkwk timnas cowok aja yg punya kompetisi setengah mati pengen prestasi";0;0;0;0;in;2980352259;1759907014732603561;erseee_;https://twitter.com/erseee_/status/1759912677063938248
Tue Feb 20 06:48:09 +0000 2024;1759832292120473642;"Padahal buat jam terbang dan latihan kan kalo ada liga dan klub ya timnas aja mainnya per berapa tahun dl 😅";0;0;0;0;in;222327645;1759831776053375061;sidneyalesandra;https://twitter.com/sidneyalesandra/status/1759832292120473642
Mon Feb 19 07:44:28 +0000 2024;1759484077848297756;"@garagarabola_ Lebih penting timnas bagus mainnya daripada segala Jersey aja dikerenin🤭";0;0;0;0;in;1397211081127260160;1759440420923404374;IjoelSi;https://twitter.com/IjoelSi/status/1759484077848297756
Mon Feb 19 06:35:41 +0000 2024;1759466767431135247;"@Tyows pdhal Pemain Timnas inggris nih gw rasa gada 1 pun Midfielder yg gaya mainnya kyak Mainoo,kenapa masih ga sat set buat manggil dia wkwk";0;0;0;2;in;1681878789624832003;1759441743785894135;iraone2345;https://twitter.com/iraone2345/status/1759466767431135247
Sun Feb 18 17:29:21 +0000 2024;1759268879782887897;"@utdfocusid @bliblidotcom Semuanya out kecuali hojlund, diganti sm pemain2 timnas kcuali Struick wkwk mainnya masih bagusan timnas kmrn cok";0;0;0;0;in;1218423862762721281;1759267395548627210;Dwifitr70287374;https://twitter.com/Dwifitr70287374/status/1759268879782887897
Sun Feb 18 17:11:58 +0000 2024;1759264504582738422;"@HusniSeeban Klo bener begini cara mainnya, bisa botak kepalaku ngelayani mereka.   Dugaan begini dah diketahui TIMNAS Amin gak ya?";0;0;0;1;in;1438101732001648646;1759138561511797094;Yatim_Lovers;https://twitter.com/Yatim_Lovers/status/1759264504582738422
Sun Feb 18 13:36:18 +0000 2024;1759210231413006626;"Doni kalo mainnya makin drop posisinya di timnas bisa terancam, siap2 digeser Luvi";0;1;0;0;in;1685895682908172288;1759210231413006626;txtfromkirana;https://twitter.com/txtfromkirana/status/1759210231413006626
Sun Feb 18 11:38:52 +0000 2024;1759180678531588420;"@SiaranBolaLive Sepanjang gelaran turnamen piala asia, tiap timnas lakuin pergantian pemain, dimana udah pasti pemain yang masuk dari bench itu pemain dari liga 1 udah pasti permainan timnas menurun. Makanya timnas kita mainnya selalu oke dibabak pertama.";0;4;4;151;in;558492100;1759179367320809815;manopeee;https://twitter.com/manopeee/status/1759180678531588420
Sun Feb 18 09:47:36 +0000 2024;1759152676917686502;"@senum_girls19 @sachet_kemasan Silva di timnas kuba mainnya MB, pelatih kalau mau radikal bisa aja pasang MB, OPnya Moon JiYoon";0;2;0;0;in;1207387659871481856;1759139117454275042;jeffrykim20;https://twitter.com/jeffrykim20/status/1759152676917686502
Sat Feb 17 15:21:09 +0000 2024;1758874229028897025;"@1708Lisna apakah mainnya brutal seperti timnas vietnam?";0;0;0;0;in;1479501074918641666;1758808472148398464;Zuly_annie;https://twitter.com/Zuly_annie/status/1758874229028897025
Sat Feb 17 10:55:42 +0000 2024;1758807427183722944;"@MafiaWasit Udah dibilang timnas mainnya di Batakan ae";0;0;0;0;in;420912513;1758450704254222446;Dedy_Stywn;https://twitter.com/Dedy_Stywn/status/1758807427183722944
Sat Feb 17 08:19:40 +0000 2024;1758768160881455448;"@_adrieedu mau tambah contoh kasus lg? ada arhan tuh. gausa dijelasin lg kondisi dia di verdy gmn, tp pas masuk piala asia, okey tuh mainnya. okey di atas lu bilang jairo bukan pemain muda. tp umur dia masi mateng buat jd pemain reguler, apalagi main di timnas yg peringkatnya bukan 100 fifa";1;0;0;0;in;857799829526724608;1758756933862113306;rifkvar;https://twitter.com/rifkvar/status/1758768160881455448
Sat Feb 17 07:50:52 +0000 2024;1758760914122359245;"@rintisell ehh iyaaa kak si ran itu aku liat emg banyak fansnya yaa. mutualku yg ngehype voli kayak mostly suka jg sama si ran itu. ran mainnya cuma di timnas japan aja atau ada di klub gitu kak?? dan nontonnya tuh kalo voli dimana sih kak streamingnya? 😭";0;0;0;0;in;1544183964901904384;1758751532428964154;txturcrush;https://twitter.com/txturcrush/status/1758760914122359245
Sat Feb 17 06:21:42 +0000 2024;1758738474747011461;"@eamsyachreza @MafiaWasit Hah? Lucu....   Lah terus kenapa Timnas Inggris waktu kualifikasi Euro ngalah sama Musisi? Malah Timnas Inggris mainnya di OT.  Stadion yang dipake Barcelona sekarang, sebelum musimnya mulai aja masih sempet tuh dipake konser Coldplay berhari2.";0;0;0;1;in;66067746;1758450704254222446;idioticstupidt;https://twitter.com/idioticstupidt/status/1758738474747011461
Fri Feb 16 09:45:32 +0000 2024;1758427383437369814;"@VNCSOOYA_10 @fakeforlive @barcastuff_idn Gw nonton semua match timnas jerman era nagelsmann juga gk jauh beda gaya mainnya ama flick, apalagi pas kalah ama austria dan turki, emang pemain2 jerman aja banyak yg ngedrop.";0;1;0;0;in;1208746768491368449;1758421135597937075;akusinopal;https://twitter.com/akusinopal/status/1758427383437369814
Fri Feb 16 06:59:25 +0000 2024;1758385579052707993;"Dan yang gw salut, kali ini Pak Anies dan tim mainnya cukup bersih banget. Yang kotor2nya paling di level yang bawah banget diluar tim inti (timnas amin). Itupun paling ejek2an sosmed doang.  Bahkan kali ini Anies cukup menjaga jarak ama ulama2 provokatif yang lalu2. Salut";0;0;0;1;in;916599031069007873;1758385579052707993;sevagascu;https://twitter.com/sevagascu/status/1758385579052707993
Fri Feb 16 03:32:24 +0000 2024;1758333477924286749;"@agamzet @agramadhaan @ccosrr @UpdateBolabola @love_gbk kalo gitu mending konser + timnas mainnya di gbk dua-duanya?";0;0;0;0;in;2155779342;1758317206147084741;gallanttsany;https://twitter.com/gallanttsany/status/1758333477924286749
Thu Feb 15 16:33:47 +0000 2024;1758167731814502636;"Pantes aja ntn timnas kor mainnya jelek bgt kmrn lawan yordan..trnyata krna emg ad masalah internal";0;0;0;0;in;1347411901970477056;1758167279756542408;hongchayoungs_;https://twitter.com/hongchayoungs_/status/1758167731814502636
Thu Feb 15 10:55:22 +0000 2024;1758082566517883204;"@hari_coupetz @smpkcng @UpdateBolabola bener sih 😅 cuma kalo mau melebarkan konteksnya, timnas jg lanjutan kualifikasi pildun mainnya di bulan ini. malahan mepet sehari sama perkiraan hari pengumuman hasil akhir rekap KPU. itu sih yg juga jadi concern bang~";1;0;0;1;in;1200057975571795970;1758056577385566672;meddddssss;https://twitter.com/meddddssss/status/1758082566517883204
Thu Feb 15 09:52:22 +0000 2024;1758066711629303976;"misal mereka bener main di indo, mainnya di JIS apa GBK ya? soalnya kalau Maret kan bentrok Ama timnas Indonesia";0;0;0;0;in;1294999618292350976;1758066711629303976;MuhAdeSaputra07;https://twitter.com/MuhAdeSaputra07/status/1758066711629303976
Thu Feb 15 00:10:10 +0000 2024;1757920199414870437;"@Miduk17 @Ariantobudi5 Saya bangga saat Timnas kalah 3-1 dari Jepang sebab MAINNYA CANTIK.";0;0;0;2;in;1426393311351238669;1757785430207217826;unggul_sudarmo;https://twitter.com/unggul_sudarmo/status/1757920199414870437
Wed Feb 14 15:37:49 +0000 2024;1757791260138676355;"@addlagii @Catatan_ali7 Bukan gitu.. 5tahunn lalu mainnya jg gini.. prabowo unggul. Kecurangn byk sama bgt lah kayak sekarang..2 kali ke MK 2 kali kalah.. makanya untuk ke3 dan kali ini anies jd pd pesimis.. kirain ada plot twist.. timnas amin nyiapin sesuatu.. mungkin pengawal dr luar";0;1;0;1;in;876598745328009216;1757759512608690630;Zieenta1;https://twitter.com/Zieenta1/status/1757791260138676355
Wed Feb 14 15:24:34 +0000 2024;1757787927927734651;"Di TIMNAS sepak Bola saja sudah melakukan pondasi untuk perubahan,.agar Kedepan Indonesia Punya Timnas Yang Disegani Dunia,. Tapi malah memilih gaya mainnya Seperti Liga 2";0;0;0;0;in;1645463649329508353;1757787927927734651;DiwandaD;https://twitter.com/DiwandaD/status/1757787927927734651
Wed Feb 14 05:32:32 +0000 2024;1757638937378701777;"@Indostransfer Memang dia jelek banget mainnya! Gak habis pikir bisa masuk timnas. Lamban,  rapuh, mudah ditembus. Perhatikan waktu lawan Australia waktu Piala Asia kmrn, 3 gol karena kelemahan Baggot gampang dieksploitasi.";0;0;0;0;in;69657561;1757600377896386929;ocarozano;https://twitter.com/ocarozano/status/1757638937378701777
Wed Feb 14 04:38:03 +0000 2024;1757625225649488151;"@server_timnas @UpdateBolabola Nah..klo bek jangkung harus gini mainnya... Gk bole adu sprint... Tekel, body charge, duel  hrus kuat";0;0;0;0;in;3353159699;1757579009872015438;Reza1985Nucleo;https://twitter.com/Reza1985Nucleo/status/1757625225649488151
Wed Feb 14 02:29:01 +0000 2024;1757592755025420636;"@dyotalaks @SiaranBolaLive @makanbolaID Masa sich ngab. Makanya sekarang kok ngamuk2 terus. Mungkin dia pingin timnas mainnya kaya bebek di tengah lapangan, jadi komplin Mulu si towel itu ya. 🤣🤣";0;0;0;0;in;1678668359553146880;1757252177628922169;BagasRhica6826;https://twitter.com/BagasRhica6826/status/1757592755025420636
Mon Feb 12 13:08:48 +0000 2024;1757028983961522371;"@AkunInstan @RhmnAndi @volleyballidn Fahri pemain timnas juga bareng sama mega brngkat duluan ke LN bulan september kmrin, dia malah bagus terus sm kaya mega. Cuma mmng mtchnya sulit diakses dan mainnya jam 11 mlem mulu. Dia posisnya sama kaya farhan tp skrg posisi no 3 trbaik urusan passing ngalahin libero lain";0;1;0;2;in;244827859;1757012528629223780;Goen_Prayoga;https://twitter.com/Goen_Prayoga/status/1757028983961522371
Mon Feb 12 05:32:41 +0000 2024;1756914197366263824;"@Jerseyforum Pingin jersey timnas buatan Erspo bisa bikin timnas menangan dan mainnya keren. Karena jersey biasa aja sekalipun, kalo timnya menangan pasti banyak yang beli..   Sama 3 layer harga. Udah cukup itu aja 🎯";0;1;3;5;in;495344537;1756883996187955386;AnalisisCetek;https://twitter.com/AnalisisCetek/status/1756914197366263824
Sun Feb 11 15:49:10 +0000 2024;1756706954867875852;"@UpdateBolabola Kalo udah main di timnas khawatir dikatain pemain males. Do'i mainnya ga banyak lari. Simple tapi vital. Eksekusi bola matinya yahud.";0;1;0;10;in;277495020;1756701733835960744;Ariscutonk;https://twitter.com/Ariscutonk/status/1756706954867875852
Sun Feb 11 15:34:57 +0000 2024;1756703377806041434;"timnas hoki bgt bisa dapet thom haye jago bener mainnya 😭";0;0;0;0;in;2241658957;1756703377806041434;sunny_side_22;https://twitter.com/sunny_side_22/status/1756703377806041434
Sun Feb 11 14:23:27 +0000 2024;1756685382207545583;"@idextratime @bliblidotcom Ngeri bgt gaya mainnya haye , mimpi apa timnas punya diaspora kek gini 😭";0;1;0;12;in;1565048573372567553;1756682282075885693;Egahartonobr;https://twitter.com/Egahartonobr/status/1756685382207545583
Sun Feb 11 07:57:30 +0000 2024;1756588253522895311;"@SiaranBolaLive Mainnya kayak mirip timnas Indonesia ya. Jangan2 pelatihnya memang bener2 jiplak permainan yang fantastis timnas Indonesia";0;2;0;0;in;81499908;1756574490337943831;ferykawar;https://twitter.com/ferykawar/status/1756588253522895311
Sat Feb 10 18:17:45 +0000 2024;1756381959876731241;"@mudasir_11 @indosupporter Pemain indonesia yang kebiasaan star syndrome kaya gini emang udah harusnya dibuang. Soalnya kalo masuk ke timnas biasanya mainnya kek tai";0;0;0;0;in;261534497;1756323214190612969;himawarigum1_;https://twitter.com/himawarigum1_/status/1756381959876731241
Sat Feb 10 17:45:26 +0000 2024;1756373826945135027;"ngintip bundesliga ayah minjae mainnya beda sama pas di taeguk, gw rasa ada aura jelek yg nutupin pemain aboard pas balik ke timnas";1;1;0;5;in;874545519565053952;1756373826945135027;diaryreds;https://twitter.com/diaryreds/status/1756373826945135027
Sat Feb 10 12:50:42 +0000 2024;1756299654403334191;"Siapa yg kemarin nonton Timnas Indo lolos 16 besar Piala Asia di era Presiden Jokowi? Gimana, bangga kan? Hanya di era Jokowi l, jaya jaya jaya  Gitu kah mainnya? 🤣";0;1;0;1;in;81831409;1756299654403334191;husaan_aa;https://twitter.com/husaan_aa/status/1756299654403334191
Sat Feb 10 08:55:51 +0000 2024;1756240550175646126;"@derwustenfuchss @indosupporter Kalau benar spt itu artinya dia kurang jauh mainnya. Dulu Guss Hiddink jg pernah ngelatih Chelsea saat masih jd pelatih timnas Russia.";0;0;0;8;in;3015954673;1756210796240196018;wahju_wibowo;https://twitter.com/wahju_wibowo/status/1756240550175646126
Sat Feb 10 07:04:08 +0000 2024;1756212438750687583;"@Indostransfer Ni pelatih emg GG sih. Gak salah Borneo rekrut dan perpanjang ni pelatih 😁  Secara pola mainnya, bagus dan no doubt sih. Klo buat pelatih Timnas, cocok sih. Apalagi usia muda";0;1;0;4;in;113562885;1756191656758612268;kaitou_kicks;https://twitter.com/kaitou_kicks/status/1756212438750687583
Fri Feb 09 16:58:10 +0000 2024;1755999542946992447;"Musim ini memang seru Premier League punya Aston Villa La Liga punya Girona Bundesliga punya Leverkusen Indonesia punya Timnas Amin (POV:  Tim underdog yang mainnya lumayan bagus nan konsisten) #cumansekedarkomen #bukanpendukung01atau03apalagi02";0;0;1;1;in;69254349;1755999542946992447;geringggingen;https://twitter.com/geringggingen/status/1755999542946992447
Fri Feb 09 14:17:52 +0000 2024;1755959203150307432;"Nontonin timnas volly Indonesia, mainnya bisa keren gitu ya";0;0;0;0;in;215874630;1755959203150307432;fjrsandy;https://twitter.com/fjrsandy/status/1755959203150307432
Fri Feb 09 09:41:47 +0000 2024;1755889723338551497;"@barrudaks abis ini langsung ikut timnas ya? UPDATE KE AKU PLEASE TD GIMANA MAINNYA";0;0;0;0;in;1364179718635851786;1755865334475784253;amouradey;https://twitter.com/amouradey/status/1755889723338551497
Fri Feb 09 06:24:03 +0000 2024;1755839959809016064;"@meta_parad44820 @idextratime Liat nanti wkwk. Diaspora era etho blm ada yg main dan liga nya msh kacau. Prestasi yg km banggakan itu cm timnas yg dilatih STY. yg bahkan cara mainnya udh berkembang dan bagus di AFF 2021 Singapore. Liga ga bikin etho kesorot cm timnas. Dan klo ngikutin timnas mah itu kerja STY";0;1;0;0;in;1594320960479322113;1755782082868228507;ayachan10969__;https://twitter.com/ayachan10969__/status/1755839959809016064
Fri Feb 09 03:26:56 +0000 2024;1755795388886560980;"@Kim_TDH Tapi belum tahu 2 anaknya itu di usia berapa mainnya... klo U23, U20 or U17 harusnya dicek sama PSSI or tim pelatih... kalau memang punya kualitas untuk timnas kenapa engga...";0;1;0;0;in;2783412408;1755793580311056763;Combro_Jumbo;https://twitter.com/Combro_Jumbo/status/1755795388886560980
Thu Feb 08 19:27:57 +0000 2024;1755674849786425609;"@JgnJudiOnline @Dw1_Haryant0 @pthlhd @indosupporter makanya nonton bola itu kalau mau di nilai jangan cmn liat goal2 doang, tp cara mainnya. lu harus sadar diri, negara lu selama ini stuck, baru skrng berani bermain secara modern. lu harus liat pelatih lokal di timnas usia aja cara mainnya gmn? sorry to say katrok.";0;3;0;0;in;1713735709495074816;1755404561534403052;reish_0;https://twitter.com/reish_0/status/1755674849786425609
Thu Feb 08 15:20:39 +0000 2024;1755612612010852804;"Timnas Amin mainnya cantik gak grasah grusuh kyk capres sebelah pas 🤣🤣🤣 Jgn di intimidasi di 14 Peb 2024 tetap 01. @AditBandit234 @AndyTjondro   @G0mb4k   @xquitavee";0;0;0;0;in;1671080784072183809;1755612612010852804;RioFebrio3P;https://twitter.com/RioFebrio3P/status/1755612612010852804
Thu Feb 08 04:58:45 +0000 2024;1755456107781542087;"@Unterhose08 @Opariorio @idextratime @EmiratesFACup Enzo di timnas cemerlang mainnya karena ada Mac Allister, pun dengan si Caicedo mainnya bagus karena ada Mac Allister pas main di Brighton.  Nah skrng 2 orng itu tandeman di Chelsea. Mainnya masih on off, klo lg bagus ya bagus. Tp lebih sering off perform..angin2an blm konsisten";0;0;0;0;in;1026131826;1755419792188887288;Rieska_Ayu11;https://twitter.com/Rieska_Ayu11/status/1755456107781542087
Thu Feb 08 02:34:01 +0000 2024;1755419683996700813;"@Aranaya1902 @Z_4bidin @indosupporter ya ga tau, gua ga ada kritik karena gua liat sendiri mainnya timnas beneran berkembamg dibanding sebelum sebelumnya";0;1;0;0;in;154517771;1755404561534403052;Reggga__;https://twitter.com/Reggga__/status/1755419683996700813
Thu Feb 08 01:36:20 +0000 2024;1755405165711217107;"@FabHakim @Indostransfer main di klub pun banyak kebobolan nya faktor bek dan mainnya aga kurang setelah balik dari timnas butuh istirahat   wkwk";0;0;0;0;in;1447696139675832322;1755390139784929631;maliikedgar;https://twitter.com/maliikedgar/status/1755405165711217107
Thu Feb 08 00:35:40 +0000 2024;1755389900524814419;"@singeuri14 Tpi semoga mainnya serius buat test tim masing-masing, tpi gk tau kenapa udh pesimis duluan soalnya ini tim merah lucu tpi timnas indo jga gk kalah lucu sih *eh🤐";0;2;0;0;in;1139504642948132866;1755371113226567845;itsme6483;https://twitter.com/itsme6483/status/1755389900524814419
Thu Feb 08 00:11:40 +0000 2024;1755383862413115799;"@tisadati @ruangtaktik wkwkwk sepakat, dulu cuma bisa bagian stopper sama sapu bersih bola aja, mana bisa suruh build up serangan sama true pass 😂 dulu aja saya pas 2010 bilang kalau timnas AFF 2010 mainnya biasa aja pada dihujat ama temen² saya, padahal emang biasa aja mainnya 😆";0;0;0;0;in;624793457;1755046487086772597;andriyprast19;https://twitter.com/andriyprast19/status/1755383862413115799
Thu Feb 08 00:07:32 +0000 2024;1755382819767910464;"@kumparan Wahh kok gini mainnya.  Timnas sudah mulai bagus, jgn karena 02 nnti kalah pnya niat buruk mau hancurkan Timnas";0;0;0;0;in;1503896277561401347;1755229955846508888;Luqmanul2188;https://twitter.com/Luqmanul2188/status/1755382819767910464
Wed Feb 07 23:46:17 +0000 2024;1755377473045377343;"Titip peetanyaan utk pundit itu, min. Tolong tanyain, kenapa Vietnam kalau bertemu Indonesia mainnya jadi agresif, tengil bahkan cendrung kasar? Juga sering memancing-mancing emosi pemain² timnas Indonesia. Padahal bertemu tim lain, Vietnam bermain 'normal'.";0;0;0;0;in;82782516;1755377473045377343;yungsgy;https://twitter.com/yungsgy/status/1755377473045377343
Wed Feb 07 21:25:32 +0000 2024;1755342050667749552;"@habilhudioro @CoachJustinL baru liat mainnya M Sihran enak ternyata. umur msh 24 jg. cuma emang postur terlalu kecil, tp bisa tuh utk timnas yg lagi ga ada pemain2 gesit dan cepat";0;0;0;0;in;1491351936809205762;1755129015588053467;AndresCucut;https://twitter.com/AndresCucut/status/1755342050667749552
Wed Feb 07 14:10:05 +0000 2024;1755232468435943596;"@aarifbudiart @barcastuff_idn Flick bagus dalam mengimprove fitness dan stamina pemain, sesuai dgn gaya mainnya yg kuat high press dan cepat.. Di Timnas susah diterapin karna fitness dan stamina pemain tergantung pelatihan apa yg pemain dapatkan di klub asal masing² pemain";0;0;0;1;in;77646855;1755182829414342862;Pung_pratamaaa;https://twitter.com/Pung_pratamaaa/status/1755232468435943596
Wed Feb 07 11:38:01 +0000 2024;1755194197420990590;"@SeputarMadrid Pemain muda tpi bkn pemain muda macam Nico Paz, Iker Bravo dan pemain muda biasanya. Tapi pemain muda macam vini, rodrygo, bellingham, camavinga pemain muda yg mainnya dewasa. Ga lama lgi bakal main di timnas prancis senior nih bocil";0;0;0;0;in;1665340456845316096;1755159149145714734;E7676210749188;https://twitter.com/E7676210749188/status/1755194197420990590
Wed Feb 07 11:01:36 +0000 2024;1755185033076486493;"@kevinbahasbola Timnas Indo yg skuad nya tergolong muda dituntut mainnya kek timnas Argentina atau Prancis. Lawakan macam apa ini bung, termasuk bokap gw dia juga punya mindset yg gini juga😅";0;0;0;3;in;1164039572734373888;1755155948967215352;luik____;https://twitter.com/luik____/status/1755185033076486493
Wed Feb 07 10:23:43 +0000 2024;1755175500304302222;"@charliebaung @FaktaSepakbola Timnas itu mainnya di jawa,bali,paling jauh ya palembang..selain itu tdk akan mau🤣";0;0;0;2;in;942079081134174208;1754847177674031228;Robert32Arthur;https://twitter.com/Robert32Arthur/status/1755175500304302222
Wed Feb 07 06:12:39 +0000 2024;1755112315735978266;"@Indostransfer @mkrohman Nadeo dan Adam be like  "Ya gini kita mainnya di timnas broo"";0;0;0;0;in;1103321935990054912;1755090065339117934;MIRHibim_;https://twitter.com/MIRHibim_/status/1755112315735978266
Wed Feb 07 02:40:23 +0000 2024;1755058900242739546;"@medioclubID bagusnya kemauan towel kita turutin aja, pecat sty terus ganti pelatih sesuai rekomendasi towel, tapi nanti kalo ternyata timnas mainnya jadi jelek towel dihukum tembak mati sebagai pertanggung jawaban";0;1;1;9;in;1500510214185168899;1754844892126470501;acidredcurrant;https://twitter.com/acidredcurrant/status/1755058900242739546
Wed Feb 07 02:39:24 +0000 2024;1755058650333499433;"@razakasri @medioclubID Lolos 16 besar loh, dan timnas mainnya ga kick and rush terus babak kedua udah ngos ngosan .  Gaada pemain titipan juga, squad termuda pula.  Kalo diliat dari 1 dekade terakhir timnas, nyangka ga bakal lolos 16 besar? Juara AFF aja kagak. Lolos piala asia aja baru setelah 2007.";0;1;0;1;in;2252814103;1754844892126470501;daffaalmatin;https://twitter.com/daffaalmatin/status/1755058650333499433
Tue Feb 06 21:15:32 +0000 2024;1754977146903425474;"@afcasiancup Anjirrr gue kiraa korea bakalan yg juara😭 tpi timnas arab tuh emanggg bagus bgt mainnya";0;0;0;0;in;1289124454275010560;1754913468522889442;imyourchees;https://twitter.com/imyourchees/status/1754977146903425474
Tue Feb 06 18:10:28 +0000 2024;1754930575151137113;"@kegblgnunfaedh Serius nanya, kalo mainnya bagus gini ada kemungkinan buat masuk timnas sana gak?";0;1;0;0;in;1390646921438453762;1754791759509586147;0haej;https://twitter.com/0haej/status/1754930575151137113
Tue Feb 06 17:06:02 +0000 2024;1754914359128818100;"Timnas Korsel mainnya ga jelas, ga ada variasi serangan. Wajar kalau kalah lawan Jordan.";0;0;0;1;in;1222123416171343879;1754914359128818100;gilaaaangggggg;https://twitter.com/gilaaaangggggg/status/1754914359128818100
Tue Feb 06 17:03:19 +0000 2024;1754913674341515495;"imo jordan ini timnas yg mainnya bener2 konsisten dr awal sih";0;0;0;0;in;1454028378776825858;1754913674341515495;judesfavorite;https://twitter.com/judesfavorite/status/1754913674341515495
Tue Feb 06 16:29:30 +0000 2024;1754905165893644564;"@Indostransfer Korsel jelek banget mainnya semenjak awal turnamen beruntung aja bisa sampai semifinal 😆 pantesan timnas sekelas Malaysia bisa nahan imbang mereka";0;0;0;7;in;737108112759361536;1754904632068055314;Orang2anRandom;https://twitter.com/Orang2anRandom/status/1754905165893644564
Tue Feb 06 13:06:28 +0000 2024;1754854071411073479;"Sebenernya mega udah terkenal sih di kalangan penikmat voli indo. Tapi mungkin buat orang awam/umum lebih kenal wilda atau nggak yolla yuliana karena lebih sering diundang di acara tv juga. Kalo aku dari dulu emang paling suka mainnya mega ini diantara pemain timnas lainnya";0;0;2;12;in;1546336835089022982;1754854071411073479;dayxriss;https://twitter.com/dayxriss/status/1754854071411073479
Tue Feb 06 12:57:11 +0000 2024;1754851731777986958;"@karimamrullah82 @ainurohman Mas anda mainnya kurang jauh. Voli itu paling parah dan tertinggal federasinya dibanding PSSI dan PBSI😭. Mana ketumnya boomer antikritik jarang ngirim timnas apalagi putri ke turnamen inter, alasannya ga punya duit mulu!";0;1;1;18;in;1685895682908172288;1754827509995393268;txtfromkirana;https://twitter.com/txtfromkirana/status/1754851731777986958
Mon Feb 05 21:57:00 +0000 2024;1754625196026429653;"Baru sadar ini mainnya pake stat pemain irl sesuai timnas masing2 dan menang lawan jepang 💀 Jagonya berlipat lipat";0;1;0;0;in;1152013928404144130;1754625196026429653;dipoktaww;https://twitter.com/dipoktaww/status/1754625196026429653
Mon Feb 05 21:44:53 +0000 2024;1754622145345278190;"Ya setidaknya bisa cetak 1 gol 👏 Tapi gregetan timnas dalam posisi ketinggalan gamau main pressing kayak lawan Vietnam kemarin Kalo udah posisi kalah ya all out aja, bikin foul terus biar irama mainnya Jepang juga terganggu. Kayak lawan Vietnam kemarin kan bikin banyak foul";0;0;0;0;in;1633942550288424961;1754622145345278190;CourtnayDilley;https://twitter.com/CourtnayDilley/status/1754622145345278190
Mon Feb 05 21:40:28 +0000 2024;1754621032294432796;"Lolos atau enggak timnas Indo dr fase grup #AFCAsianCup2023 , apresiasi buat pemain, pelatih dan setiap elemen yg mempersiapkan timnas ini. Nggak nyangka aja. Timnas, ranking 140an FIFA, mainnya nggak kayak ‘timnas yg dulu gua tau’. Mental jg keras!! Salut lah!!";0;0;0;0;in;1697560292274614272;1754621032294432796;AnasMohamer;https://twitter.com/AnasMohamer/status/1754621032294432796
Mon Feb 05 18:07:42 +0000 2024;1754567489667969067;"@FaktaSepakbola Kalau kaya gini, Mereka mainnya pakai timnas Indo berarti ya ? Keren amet stats pemainnya kan juga "dibawah" daei negara lain. Apalagi Jepang.";0;1;0;0;in;1034308064;1754552930618028337;Gieehad;https://twitter.com/Gieehad/status/1754567489667969067
Mon Feb 05 18:00:09 +0000 2024;1754565588117336477;"@mr_riopermana @roman_paqr @legislatweet Ya elah mainnya kurang jauh, jaman Pak Anies di Jakarta banyak banget perizinan yg diterbitkan untuk rumah ibadah baik gereja, vihara, pura sampai kuil. Timnas jg banyak yg nonis. Dan pendukung Pak Anies yg dilabelin radikal ga ada tuh yg protes. Itu baru namanya toleransi";0;0;0;2;in;1667508186008682497;1754122760757133571;risalahmalam;https://twitter.com/risalahmalam/status/1754565588117336477
Mon Feb 05 13:58:35 +0000 2024;1754504796625834323;"@Bali_Football habis nonton Piala Asia terus nonton Liga 1 rasanya jeblok bener. Ga yakin bakal bisa melahirkan pemain yg mainnya kayak timnas di Piala Asia kemaren~";0;0;2;1;in;410458639;1754503572384010473;justjall;https://twitter.com/justjall/status/1754504796625834323
Mon Feb 05 09:06:00 +0000 2024;1754431167418532263;"@yourmaolanaa @noershall @Iniozan9 @idextratime wkwkwk ngeliat ettorito kek mainnya timnas italia jaman 2000an  gol 1, langsung bertahan, ulur waktu😂🤣";0;2;0;2;in;1275668641439154177;1754416889131049123;_kyivv;https://twitter.com/_kyivv/status/1754431167418532263
Mon Feb 05 07:16:09 +0000 2024;1754403523452916139;"@simamaung Abang2an persib geus teu bisa diandelkeun... Dari tahun ke tahun pemain jeung pelatih jempolan datang dan pergi.tapi ya gitu2 aja mainnya... Mungkin manajemen persib ada niatan buat potong generasi kayak timnas atau psm lah di level klub mah.siapa tau bisa berubah...";0;0;0;0;in;1343966214;1754373174731632683;ramdaniirpan1;https://twitter.com/ramdaniirpan1/status/1754403523452916139
Mon Feb 05 04:56:07 +0000 2024;1754368279651713209;"@CTsubasa_indo Di bagian ini kurang masuk akal, kiper legendaris tapi mainnya di timnas kelompok umur";0;1;0;1;in;2995817532;1754366675233947685;faisaldo29;https://twitter.com/faisaldo29/status/1754368279651713209
Mon Feb 05 03:59:31 +0000 2024;1754354039335297438;"@StatsRawon Bad news buat Persebaya dan Timnas (senior-U23) 😰. Semoga gak parah dan Andhika mainnya lebih tenang lagi";0;1;0;0;in;205130957;1754326877010026544;danirahadean;https://twitter.com/danirahadean/status/1754354039335297438
Mon Feb 05 01:45:13 +0000 2024;1754320238798328217;"@idextratime ini mainnya harus pakai timnas masing masing ya?";0;0;0;0;in;1258489782;1754153077735879165;poetradanta;https://twitter.com/poetradanta/status/1754320238798328217
